"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"67C42","関西","御坊発電所","２号機","火力（石油）","2025/11/25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025/11/26 15:30:06"
"67C43","関西","御坊発電所","３号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"68H41","関西","赤穂発電所","１号機","火力（石油）","2025/11/25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025/11/26 15:30:06"
"68H42","関西","赤穂発電所","２号機","火力（石油）","2025/11/25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025/11/26 15:30:06"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/25","85188","86625","85175","84691","84974","86316","86775","84932","85115","84640","82394","84132","85292","85402","84508","86064","87312","85266","84247","83174","82615","84376","84849","85775","86851","86479","85370","85889","83580","83023","79944","80832","84666","86422","83695","82766","85077","85258","84413","84961","84358","85578","84999","85307","84387","85366","84784","86793","4070635","2025/11/26 15:30:06"
"65736","関西","日本製鉄(株) 広畑発電所 第7号発電設備","広畑7号",,"2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"78101","中国","島根原子力発電所第２号機","単独","原子力","2025/11/25","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","405533","404572","404572","404572","404572","404572","404572","404572","405533","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","404572","405533","404572","404572","404572","404572","404572","404572","404572","404572","19422339","2025/11/26 15:30:06"
"78301","中国","俣野川発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23825","65519","62541","130045","140965","111184","144936","52614","0","0","0","0","0","0","0","0","0","0","66512","67505","64526","79417","60556","26803","0","0","0","0","0","0","0","0","0","0","1096948","2025/11/26 15:30:06"
"78301","中国","俣野川発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14891","0","993","79417","59563","14891","0","0","0","0","0","0","0","0","0","0","169755","2025/11/26 15:30:06"
"78301","中国","俣野川発電所","３号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"78301","中国","俣野川発電所","４号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"74104","中国","南原発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"74104","中国","南原発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","10912","13888","50593","54561","0","0","0","44641","0","0","0","40673","115074","82337","109122","14880","0","0","0","0","0","0","0","0","0","0","0","58529","7936","69441","53569","0","0","0","0","0","0","0","0","0","0","0","726156","2025/11/26 15:30:06"
"73001","中国","三隅発電所第１号機","１号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"7B291","中国","三隅発電所第２号機","２号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"75101","中国","大崎発電所第１号１軸","単独","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"6038771106","中国","宇部興産発電所","5号機","火力（石炭）","2025/11/25","18000","17000","3000","10000","3000","7000","7000","7000","11000","2000","13000","3000","14000","11000","15000","17000","18000","20000","20000","19000","19000","19000","20000","20000","22000","22000","22000","21000","20000","21000","21000","22000","22000","23000","22000","21000","22000","21000","23000","22000","23000","22000","22000","22000","19000","20000","4000","4000","796000","2025/11/26 15:30:06"
"5AWR771132","中国","宇部興産発電所","6号","火力（石炭）","2025/11/25","95000","95000","95000","95000","95000","95000","95000","95000","95000","96000","95000","96000","95000","96000","96000","95000","95000","95000","96000","95000","96000","95000","95000","96000","95000","96000","95000","96000","95000","96000","95000","96000","95000","95000","96000","96000","95000","95000","96000","95000","95000","96000","96000","95000","95000","96000","95000","96000","4578000","2025/11/26 15:30:06"
"71202","中国","新小野田発電所第１号機","１号機","火力（石炭）","2025/11/25","234448","234448","234448","234448","234448","233504","234448","234448","234448","234448","234448","234448","233504","234448","235391","233504","234448","234448","234448","234448","234448","234448","234448","234448","233504","234448","233504","235391","233504","234448","234448","234448","234448","234448","234448","234448","234448","233504","235391","233504","234448","234448","234448","234448","234448","228783","225005","232560","11231785","2025/11/26 15:30:06"
"71203","中国","新小野田発電所第２号機","２号機","火力（石炭）","2025/11/25","189835","222264","212726","232756","227987","232756","233710","232756","233710","228941","209864","189835","163128","206049","233710","232756","233710","232756","233710","232756","233710","232756","233710","233710","232756","233710","232756","233710","232756","213680","208911","219402","232756","232756","233710","232756","232756","233710","232756","233710","232756","233710","232756","232756","232756","227987","223218","231802","10869933","2025/11/26 15:30:06"
"5AVT","中国","トクヤマ東発電所第3号発電所","単独","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"76404","中国","水島MZ","単独","火力（石炭）","2025/11/25","48516","48634","48588","48460","48642","48650","48520","48460","48645","48658","48589","48479","48641","48489","48647","48659","48666","48521","48486","48647","48462","48699","48427","48563","48429","48478","48631","48439","48657","48356","48633","48466","48468","48616","48563","48605","48664","48526","48499","48665","48532","48497","48601","48586","48492","48528","48599","48485","2330763","2025/11/26 15:30:06"
"72203","中国","防府バイオマス発電所","1号機","火力（石炭）","2025/11/25","51000","51000","51000","51000","51000","51000","51000","51000","51000","52000","51000","51000","51000","51000","51000","51000","51000","51000","52000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","51000","52000","51000","51000","51000","51000","51000","51000","52000","51000","51000","51000","2452000","2025/11/26 15:30:06"
"75202","中国","電源開発竹原火力発電所３号機","3号機","火力（石炭）","2025/11/25","306772","302514","302496","303975","323054","323360","322992","322878","322259","323687","323553","323635","322817","323706","323357","323565","323608","323588","323463","323440","323253","323131","323233","274763","219412","220476","265149","322864","322828","323159","323228","319909","322804","323560","323547","323678","323581","323780","323835","323610","323088","323762","323536","323627","323278","323579","323807","323631","15126827","2025/11/26 15:30:06"
"75202","中国","電源開発竹原火力発電所新１号機","1号機","火力（石炭）","2025/11/25","109516","82934","83003","101472","162274","161833","169210","211601","211570","211525","211515","211554","211513","211636","211528","211566","211536","211573","211528","211620","211602","211804","211626","163332","83161","82625","157759","211697","211554","211490","211483","211564","211490","211390","211585","211494","211474","211421","211519","211475","211377","211492","211433","211395","211457","211423","211497","211403","9183529","2025/11/26 15:30:06"
"72410","中国","柳井発電所第２号系列","２-１号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11947","17987","25086","42731","53498","62480","80190","80323","78644","72205","83522","75543","88668","82304","73571","71058","74135","89295","78175","74219","8362","0","0","0","0","1323943","2025/11/26 15:30:06"
"72410","中国","柳井発電所第２号系列","２-２号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2607","14381","19395","28525","48609","56108","66578","85343","83621","75605","88721","82401","73572","71141","74214","89401","78255","69979","1418","0","0","0","0","1109874","2025/11/26 15:30:06"
"72410","中国","柳井発電所第２号系列","２-３号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10163","17588","23662","40439","53251","60975","76698","83427","75481","88534","82224","73339","70927","74013","89190","78061","70909","1869","0","0","0","0","1070750","2025/11/26 15:30:06"
"72410","中国","柳井発電所第２号系列","２-４号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7516","34258","66494","91686","54120","63717","78567","72195","83416","75440","88592","82211","73395","70977","74004","89139","78081","73553","5455","0","0","0","0","1262816","2025/11/26 15:30:06"
"72408","中国","柳井発電所第１号系列上位","１-２号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"72408","中国","柳井発電所第１号系列上位","１-３号","火力（ガス）","2025/11/25","30515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4712","29949","42578","51065","51260","50732","60103","55564","60331","60616","51626","49123","41234","46206","46907","52083","44676","11666","0","0","0","840946","2025/11/26 15:30:06"
"72408","中国","柳井発電所第１号系列上位","１-４号","火力（ガス）","2025/11/25","54802","48521","56839","56501","50959","49882","53967","52344","59555","46943","50281","43863","57114","56512","59860","50853","57418","60288","59787","59298","58898","52132","52090","57348","57836","50333","44884","59923","57814","43075","51461","51328","50958","60615","55721","60803","60907","51692","49177","41298","46266","46972","52114","44725","51363","46809","52561","50215","2544905","2025/11/26 15:30:06"
"72408","中国","柳井発電所第１号系列上位","１-５号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12477","36313","50471","51090","50403","58960","55158","59221","59335","51257","48919","41108","46061","46759","51939","44522","10837","0","0","0","774830","2025/11/26 15:30:06"
"72408","中国","柳井発電所第１号系列上位","１-６号","火力（ガス）","2025/11/25","35177","48237","56337","56354","50579","49443","53570","51836","59114","46369","49795","43198","56684","56217","59394","50106","56878","60297","60272","59773","59787","52657","52838","57179","56498","49594","44717","52465","55465","42861","56831","56763","50593","59671","55300","59303","59372","51348","48989","41157","46097","46775","52038","44555","51390","46546","52213","49843","2512475","2025/11/26 15:30:06"
"74209","中国","柳井発電所第１号系列下位","１-１号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","748","18043","45421","46953","50402","48102","49252","60779","60779","60779","60009","45421","39689","40452","45421","45421","48485","43509","2620","0","0","0","812285","2025/11/26 15:30:06"
"76401","中国","水島発電所第１号機","１号機","火力（ガス）","2025/11/25","116217","89080","123843","123546","99578","101955","116712","96310","130875","87990","90367","74917","111067","123249","132361","105125","118594","136422","135827","134837","135332","116415","112355","132757","132955","110968","72738","102847","119882","87297","106412","103540","98786","133549","133946","134738","134738","132955","123447","122655","123348","122952","123546","77987","99182","90466","95815","100172","5430652","2025/11/26 15:30:06"
"76414","中国","水島発電所第３号機","３号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"76301","中国","玉島発電所第１号機","１号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2241","11116","24427","38725","58938","58938","71756","95914","142750","145215","144722","145708","145215","145708","145708","145215","146694","145708","145215","102323","63868","55980","55980","55980","2294044","2025/11/26 15:30:06"
"76311","中国","玉島発電所第２号機","２号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"76310","中国","玉島発電所第３号機","３号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/25","11254","11252","11250","11270","11268","11222","11261","11300","11248","11273","11263","11271","11249","11261","11253","11269","11252","11213","11272","11245","11240","11286","11208","11222","11224","11267","11252","11185","11284","11305","11309","10825","9655","8533","8938","9818","10343","11286","11234","11199","11284","11259","11276","11251","11324","11239","11252","11259","530903","2025/11/26 15:30:06"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/25","59000","60000","59000","59000","61000","62000","62000","62000","62000","61000","61000","62000","62000","61000","62000","62000","62000","61000","61000","60000","61000","61000","60000","61000","60000","61000","62000","61000","60000","62000","61000","62000","61000","62000","61000","61000","61000","60000","61000","61000","60000","61000","60000","60000","61000","60000","61000","60000","2924000","2025/11/26 15:30:06"
"5814","中国","海田発電所","単独",,"2025/11/25","52000","51000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","51000","52000","51000","51000","52000","51000","51000","51000","51000","52000","51000","51000","52000","51000","51000","52000","51000","52000","51000","52000","51000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","2468000","2025/11/26 15:30:06"
"81803","四国","四国電力　伊方発電所","３号機","原子力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"82402","四国","四国電力　本川発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"82403","四国","四国電力　本川発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"83201","四国","四国電力　橘湾発電所","単独","火力（石炭）","2025/11/25","182000","180000","172000","172000","200000","210000","212000","213000","209000","200000","193000","190000","168000","170000","179000","191000","248000","225000","249000","250000","232000","233000","213000","221000","186000","161000","180000","179000","227000","237000","209000","220000","238000","239000","257000","259000","258000","258000","257000","228000","220000","238000","237000","252000","218000","188000","189000","193000","10240000","2025/11/26 15:30:06"
"80701","四国","四国電力　西条発電所","１号機","火力（石炭）","2025/11/25","195000","217000","219000","235000","224000","235000","239000","239000","239000","236000","239000","237000","239000","239000","239000","239000","239000","236000","238000","240000","232000","230000","225000","225000","168000","153000","221000","212000","239000","221000","238000","239000","239000","239000","239000","240000","239000","239000","239000","239000","239000","239000","239000","239000","239000","237000","225000","221000","11057000","2025/11/26 15:30:06"
"80702","四国","四国電力　西条発電所","２号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"80651","四国","壬生川火力発電所","１号機","火力（石炭）","2025/11/25","81000","80000","79000","79000","80000","79000","80000","79000","80000","79000","80000","79000","79000","81000","102000","111000","110000","111000","98000","79000","78000","61000","35000","32000","31000","32000","32000","50000","77000","78000","79000","81000","100000","104000","103000","112000","102000","102000","105000","88000","97000","86000","101000","112000","86000","80000","79000","79000","3928000","2025/11/26 15:30:06"
"80651","四国","新居浜西火力発電所","３号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"83251","四国","電源開発橘湾火力発電所","1号機","火力（石炭）","2025/11/25","308000","301000","300000","299000","299000","301000","345000","354000","355000","355000","355000","354000","355000","354000","355000","358000","442000","495000","496000","495000","496000","456000","392000","374000","375000","374000","375000","428000","444000","443000","444000","443000","444000","444000","444000","444000","443000","443000","445000","443000","444000","444000","394000","380000","380000","379000","380000","381000","19052000","2025/11/26 15:30:06"
"83251","四国","電源開発橘湾火力発電所","2号機","火力（石炭）","2025/11/25","270000","272000","270000","271000","271000","271000","271000","270000","287000","301000","301000","302000","302000","301000","302000","302000","307000","350000","351000","351000","351000","350000","351000","349000","349000","309000","300000","299000","299000","353000","398000","401000","402000","399000","402000","399000","402000","400000","402000","400000","371000","339000","340000","341000","340000","341000","342000","298000","15950000","2025/11/26 15:30:06"
"81101","四国","四国電力　坂出発電所","１号機","火力（ガス）","2025/11/25","0","0","0","0","0","46000","85000","124000","132000","131000","134000","131000","134000","132000","134000","134000","133000","134000","127000","124000","89000","59000","46000","45000","42000","42000","42000","42000","60000","111000","122000","123000","130000","130000","132000","132000","127000","117000","97000","131000","135000","133000","105000","132000","93000","53000","47000","49000","4401000","2025/11/26 15:30:06"
"81102","四国","四国電力　坂出発電所","２号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","13000","17000","19000","19000","22000","23000","32000","54000","102000","115000","118000","126000","118000","108000","102000","77000","71000","91000","71000","43000","0","0","0","0","0","1348000","2025/11/26 15:30:06"
"81104","四国","四国電力　坂出発電所","４号機","火力（ガス）","2025/11/25","53000","52000","68000","87000","81000","79000","84000","80000","82000","84000","93000","82000","99000","121000","156000","169000","141000","113000","106000","97000","81000","57000","48000","47000","48000","47000","48000","47000","48000","47000","56000","53000","49000","49000","54000","48000","48000","47000","48000","48000","47000","50000","48000","48000","48000","47000","48000","47000","3328000","2025/11/26 15:30:06"
"81103","四国","四国電力　坂出発電所","３号機","火力（石油）","2025/11/25","215000","216000","214000","111000","93000","82000","62000","55000","55000","49000","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","26000","51000","65000","94000","118000","134000","133000","159000","162000","162000","203000","2489000","2025/11/26 15:30:06"
"80102","四国","四国電力　阿南発電所","３号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"98001","九州","川内原子力発電所","１号機","原子力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"98001","九州","川内原子力発電所","２号機","原子力","2025/11/25","458000","458000","458000","457000","458000","457000","458000","457000","458000","456000","458000","457000","457000","457000","457000","457000","458000","457000","458000","457000","458000","457000","458000","456000","458000","457000","458000","457000","458000","457000","459000","457000","458000","457000","459000","457000","458000","458000","457000","457000","457000","456000","458000","457000","459000","458000","458000","458000","21960000","2025/11/26 15:30:06"
"95001","九州","玄海原子力発電所","３号機","原子力","2025/11/25","580000","581000","581000","580000","581000","581000","581000","580000","581000","580000","580000","580000","581000","580000","580000","580000","581000","581000","580000","581000","581000","581000","581000","581000","580000","581000","581000","580000","581000","581000","581000","580000","581000","581000","580000","581000","581000","581000","580000","581000","581000","580000","581000","581000","579000","581000","582000","580000","27870000","2025/11/26 15:30:06"
"95001","九州","玄海原子力発電所","４号機","原子力","2025/11/25","576000","577000","578000","575000","578000","577000","577000","576000","577000","576000","576000","577000","576000","577000","576000","576000","577000","576000","577000","558000","537000","538000","546000","554000","561000","568000","576000","576000","577000","577000","577000","577000","578000","576000","577000","577000","577000","578000","576000","577000","577000","576000","577000","577000","576000","576000","577000","576000","27505000","2025/11/26 15:30:06"
"97015","九州","大平発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33000","90000","121000","125000","76000","31000","0","0","0","0","0","0","0","0","0","0","11000","94000","72000","63000","71000","11000","0","0","0","0","0","0","0","0","0","0","0","0","798000","2025/11/26 15:30:06"
"97015","九州","大平発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"95012","九州","天山発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","140000","143000","51000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335000","2025/11/26 15:30:06"
"95012","九州","天山発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","95000","97000","101000","97000","96000","16000","0","0","0","0","0","0","0","0","504000","2025/11/26 15:30:06"
"98037","九州","小丸川発電所","１号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"98037","九州","小丸川発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","55000","65000","91000","68000","104000","87000","142000","131000","116000","114000","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","115000","114000","108000","81000","106000","84000","60000","64000","59000","59000","58000","60000","58000","59000","59000","2132000","2025/11/26 15:30:06"
"98037","九州","小丸川発電所","３号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108000","112000","14000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","234000","2025/11/26 15:30:06"
"98037","九州","小丸川発電所","４号機","水力","2025/11/25","59000","58000","59000","60000","60000","59000","61000","60000","65000","63000","75000","61000","78000","76000","116000","124000","112000","104000","0","0","0","0","0","0","0","0","0","0","0","0","0","15000","81000","108000","111000","110000","82000","111000","89000","11000","0","0","0","0","0","0","0","0","2068000","2025/11/26 15:30:06"
"940PB","九州","三池発電所","1","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"65739","九州","日本製鉄（株） 大分製鐵発電所 第9号発電設備","大分製鐵9号","火力（石炭）","2025/11/25","97000","90000","91000","91000","91000","91000","96000","118000","139000","139000","140000","150000","150000","151000","151000","150000","150000","131000","97000","87000","75000","72000","71000","72000","71000","85000","115000","126000","126000","127000","141000","150000","152000","151000","151000","150000","151000","137000","135000","135000","135000","135000","140000","139000","140000","139000","128000","120000","5869000","2025/11/26 15:30:06"
"95062","九州","松浦発電所","１号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"95062","九州","松浦発電所","２号機","火力（石炭）","2025/11/25","447000","420000","421000","441000","464000","450000","460000","473000","473000","472000","473000","466000","465000","470000","474000","472000","472000","472000","474000","456000","427000","389000","453000","472000","459000","444000","472000","463000","470000","461000","473000","473000","473000","470000","474000","472000","473000","472000","472000","473000","473000","472000","474000","471000","473000","472000","472000","473000","22230000","2025/11/26 15:30:06"
"OA32915H40","九州","ひびき灘石炭・バイオマス発電所","単独","火力（石炭）","2025/11/25","26000","20000","21000","21000","21000","21000","21000","21000","21000","21000","21000","21000","25000","28000","28000","29000","29000","28000","29000","28000","29000","28000","29000","29000","29000","28000","29000","28000","29000","28000","30000","35000","44000","50000","48000","36000","29000","29000","29000","29000","29000","29000","29000","29000","29000","29000","29000","29000","1357000","2025/11/26 15:30:06"
"91062","九州","苅田発電所","新１号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"97061","九州","苓北発電所","１号機","火力（石炭）","2025/11/25","272000","201000","179000","184000","271000","284000","303000","329000","328000","328000","328000","317000","323000","328000","329000","327000","328000","328000","329000","304000","251000","200000","264000","330000","304000","262000","330000","305000","324000","298000","327000","328000","328000","328000","328000","328000","328000","328000","328000","328000","329000","327000","328000","328000","328000","310000","324000","225000","14566000","2025/11/26 15:30:06"
"97061","九州","苓北発電所","２号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","8000","9000","26000","56000","60000","71000","93000","92000","135000","160000","164000","226000","249000","248000","249000","247000","296000","330000","328000","315000","316000","328000","328000","328000","328000","328000","328000","328000","328000","290000","6594000","2025/11/26 15:30:06"
"950AA","九州","電源開発松島火力発電所","1号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
