"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"GB563","東京","広野火力発電所６号機","広野６号","火力（石炭）","2025/11/25","285000","286000","286000","285000","286000","286000","286000","285000","286000","286000","285000","286000","286000","286000","285000","286000","285000","286000","286000","286000","285000","286000","286000","285000","286000","286000","285000","286000","286000","285000","286000","286000","286000","285000","286000","286000","285000","286000","286000","285000","286000","286000","285000","286000","286000","286000","285000","286000","13713000","2025/11/26 15:30:06"
"GAWA3","東京","横須賀火力発電所1号機","横須賀1号","火力（石炭）","2025/11/25","307000","308000","307000","308000","308000","307000","308000","307000","308000","307000","308000","307000","307000","308000","308000","307000","308000","307000","307000","308000","308000","307000","308000","307000","308000","307000","307000","308000","308000","307000","307000","308000","308000","307000","307000","308000","307000","308000","308000","307000","307000","308000","307000","308000","308000","307000","307000","307000","14759000","2025/11/26 15:30:06"
"GB4R3","東京","横須賀火力発電所2号機","横須賀2号","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"327A9","東京","神栖火力発電所","単独","火力（石炭）","2025/11/25","51000","52000","51000","52000","51000","52000","51000","51000","51000","51000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","52000","51000","52000","51000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","51000","52000","2470000","2025/11/26 15:30:06"
"5089","東京","鈴川エネルギーセンター発電所","単独","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31804","東京","電源開発磯子火力発電所新１号機","1号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"31805","東京","電源開発磯子火力発電所新２号機","2号機","火力（石炭）","2025/11/25","97000","98000","98000","97000","97000","98000","97000","98000","97000","98000","98000","97000","98000","97000","97000","98000","98000","97000","100000","100000","100000","100000","100000","98000","97000","98000","97000","98000","97000","98000","97000","98000","100000","134000","134000","135000","134000","135000","134000","135000","134000","135000","134000","135000","103000","98000","97000","98000","5108000","2025/11/26 15:30:06"
"5AEF3327U3","東京","鹿島火力発電所","2号機","火力（石炭）","2025/11/25","303000","304000","303000","304000","304000","303000","303000","304000","303000","304000","304000","303000","303000","304000","304000","304000","303000","304000","303000","304000","304000","305000","303000","304000","304000","304000","304000","304000","303000","304000","303000","304000","303000","305000","303000","305000","303000","304000","303000","304000","304000","304000","304000","304000","303000","305000","303000","305000","14579000","2025/11/26 15:30:06"
"30563","東京","中袖クリーンパワー発電所","コンバインド","火力（ガス）","2025/11/25","48000","49000","48000","49000","48000","49000","49000","48000","48000","49000","48000","49000","48000","49000","49000","48000","49000","48000","48000","49000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","47000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","48000","49000","48000","2314000","2025/11/26 15:30:06"
"GAZT3","東京","五井火力発電所1号機","五井1号","火力（ガス）","2025/11/25","354000","363000","364000","364000","363000","369000","371000","371000","351000","342000","349000","349000","360000","365000","371000","368000","366000","369000","372000","372000","373000","371000","373000","372000","371000","366000","372000","372000","372000","372000","372000","372000","373000","371000","373000","371000","373000","372000","373000","371000","373000","372000","371000","370000","370000","359000","355000","348000","17606000","2025/11/26 15:30:06"
"GAZT3","東京","五井火力発電所2号機","五井2号","火力（ガス）","2025/11/25","365000","364000","365000","363000","365000","368000","372000","370000","352000","342000","349000","349000","360000","366000","371000","372000","366000","370000","379000","380000","382000","380000","382000","381000","380000","373000","374000","381000","381000","381000","375000","381000","382000","380000","382000","380000","382000","381000","382000","380000","379000","376000","380000","378000","377000","360000","356000","349000","17843000","2025/11/26 15:30:06"
"GC5F3","東京","五井火力発電所3号機","五井3号","火力（ガス）","2025/11/25","363000","363000","363000","363000","363000","367000","371000","369000","350000","341000","348000","348000","358000","366000","369000","372000","364000","369000","378000","379000","380000","380000","380000","380000","379000","371000","373000","380000","380000","379000","374000","380000","380000","380000","380000","379000","381000","379000","381000","379000","377000","375000","379000","376000","376000","359000","355000","347000","17783000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所１号系列１軸","千葉１ー１軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所１号系列２軸","千葉１ー２軸","火力（ガス）","2025/11/25","147000","147000","147000","147000","147000","150000","152000","152000","170000","161000","137000","136000","141000","148000","149000","152000","153000","157000","152000","156000","162000","168000","177000","171000","154000","152000","163000","157000","157000","154000","145000","153000","169000","176000","171000","173000","167000","153000","145000","144000","152000","149000","144000","140000","141000","146000","161000","151000","7396000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所１号系列３軸","千葉１ー３軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","61000","153000","137000","136000","142000","147000","149000","152000","153000","157000","152000","156000","161000","168000","174000","169000","154000","152000","163000","156000","157000","154000","145000","153000","168000","173000","169000","171000","166000","153000","145000","144000","152000","149000","144000","140000","141000","146000","106000","0","5868000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所１号系列４軸","千葉１ー４軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","63000","136000","135000","141000","147000","148000","152000","152000","157000","152000","155000","161000","168000","173000","170000","153000","152000","163000","156000","156000","154000","144000","153000","168000","174000","169000","172000","166000","153000","145000","143000","152000","148000","144000","139000","141000","145000","161000","150000","5911000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所２号系列１軸","千葉２ー１軸","火力（ガス）","2025/11/25","141000","143000","146000","145000","153000","155000","155000","153000","151000","134000","137000","135000","140000","138000","136000","147000","153000","155000","148000","152000","159000","158000","155000","158000","151000","150000","157000","158000","154000","149000","144000","152000","160000","162000","160000","161000","159000","152000","141000","143000","146000","147000","146000","145000","148000","149000","147000","147000","7175000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所２号系列２軸","千葉２ー２軸","火力（ガス）","2025/11/25","140000","144000","147000","145000","153000","156000","155000","154000","151000","135000","137000","136000","140000","138000","136000","148000","153000","156000","147000","153000","159000","158000","155000","158000","151000","151000","158000","158000","154000","150000","144000","152000","161000","162000","161000","161000","159000","152000","142000","143000","146000","147000","147000","145000","149000","149000","147000","148000","7191000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所２号系列３軸","千葉２ー３軸","火力（ガス）","2025/11/25","140000","143000","146000","144000","152000","155000","155000","152000","150000","134000","137000","134000","139000","138000","136000","147000","152000","154000","147000","151000","159000","158000","155000","157000","150000","149000","159000","157000","152000","149000","143000","151000","161000","164000","161000","163000","161000","150000","141000","143000","145000","147000","146000","145000","148000","148000","146000","146000","7160000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所２号系列４軸","千葉２ー４軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所３号系列１軸","千葉３ー１軸","火力（ガス）","2025/11/25","215000","215000","215000","215000","216000","220000","225000","224000","230000","232000","221000","213000","219000","223000","230000","233000","235000","234000","235000","233000","236000","239000","239000","237000","235000","237000","235000","234000","239000","237000","238000","237000","239000","236000","238000","238000","238000","239000","238000","239000","225000","232000","235000","234000","235000","235000","233000","235000","11095000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所３号系列２軸","千葉３ー２軸","火力（ガス）","2025/11/25","215000","214000","217000","214000","217000","225000","224000","226000","231000","232000","224000","214000","222000","232000","234000","233000","233000","231000","233000","231000","234000","236000","238000","237000","235000","236000","235000","234000","236000","236000","237000","235000","237000","236000","237000","236000","238000","237000","237000","237000","228000","233000","234000","234000","235000","233000","235000","234000","11092000","2025/11/26 15:30:06"
"GB593","東京","千葉火力発電所３号系列３軸","千葉３ー３軸","火力（ガス）","2025/11/25","213000","214000","214000","213000","217000","222000","223000","224000","229000","231000","224000","213000","227000","231000","233000","232000","231000","232000","231000","231000","233000","236000","236000","235000","235000","234000","234000","235000","235000","235000","236000","235000","236000","235000","236000","236000","236000","236000","237000","237000","228000","233000","232000","232000","234000","233000","232000","233000","11050000","2025/11/26 15:30:06"
"GB673","東京","南横浜火力発電所１号機","南横浜１号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","18000","41000","41000","34000","33000","32000","33000","32000","32000","33000","33000","32000","33000","32000","33000","32000","33000","32000","33000","32000","33000","35000","36000","37000","36000","36000","34000","0","0","0","0","0","0","0","0","901000","2025/11/26 15:30:06"
"GB673","東京","南横浜火力発電所２号機","南横浜２号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB673","東京","南横浜火力発電所３号機","南横浜３号","火力（ガス）","2025/11/25","45000","49000","50000","50000","50000","48000","50000","50000","49000","57000","96000","112000","111000","111000","111000","61000","39000","38000","38000","39000","38000","37000","39000","38000","39000","37000","40000","37000","38000","39000","38000","38000","38000","39000","39000","69000","73000","73000","74000","73000","72000","43000","38000","38000","39000","37000","39000","37000","2533000","2025/11/26 15:30:06"
"GB613","東京","品川火力発電所１号系列１軸","品川１ー１軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","27000","59000","110000","165000","165000","163000","163000","163000","163000","163000","163000","163000","162000","159000","157000","148000","105000","0","0","0","0","0","0","0","0","2403000","2025/11/26 15:30:06"
"GB613","東京","品川火力発電所１号系列２軸","品川１ー２軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","61000","148000","164000","165000","159000","170000","170000","173000","168000","170000","159000","160000","169000","166000","163000","163000","163000","163000","163000","163000","163000","163000","159000","158000","149000","148000","148000","153000","113000","0","0","0","0","0","4535000","2025/11/26 15:30:06"
"GB613","東京","品川火力発電所１号系列３軸","品川１ー３軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9000","49000","90000","152000","172000","171000","169000","161000","167000","152000","153000","101000","0","0","0","0","0","0","0","1546000","2025/11/26 15:30:06"
"GB4Q3","東京","姉崎火力発電所新１号機","姉崎新1号","火力（ガス）","2025/11/25","284000","292000","294000","292000","294000","292000","294000","296000","285000","273000","278000","280000","284000","292000","299000","298000","297000","298000","312000","313000","313000","312000","313000","312000","313000","311000","312000","311000","313000","311000","313000","311000","312000","312000","312000","312000","312000","312000","314000","311000","314000","307000","303000","301000","304000","286000","284000","274000","14462000","2025/11/26 15:30:06"
"GB4Q3","東京","姉崎火力発電所新２号機","姉崎新2号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB4Q3","東京","姉崎火力発電所新３号機","姉崎新3号","火力（ガス）","2025/11/25","284000","292000","294000","293000","294000","292000","294000","296000","286000","272000","278000","281000","284000","292000","299000","298000","298000","299000","314000","314000","314000","315000","314000","314000","314000","313000","313000","314000","314000","313000","314000","313000","314000","312000","314000","313000","314000","313000","315000","313000","314000","308000","303000","302000","303000","286000","285000","273000","14501000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列１軸","富津１ー１軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","44000","68000","72000","80000","80000","80000","79000","72000","69000","68000","69000","49000","0","0","0","0","0","0","831000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列２軸","富津１ー２軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","10000","56000","68000","69000","68000","69000","68000","69000","68000","68000","68000","79000","80000","70000","68000","68000","68000","69000","69000","76000","68000","71000","80000","79000","80000","79000","71000","68000","68000","69000","71000","74000","66000","6000","0","0","0","2278000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列３軸","富津１ー３軸","火力（ガス）","2025/11/25","73000","72000","68000","69000","68000","69000","68000","69000","69000","71000","76000","73000","72000","69000","68000","69000","68000","69000","68000","69000","68000","68000","80000","79000","70000","68000","68000","68000","68000","70000","76000","68000","72000","79000","80000","79000","80000","70000","68000","68000","68000","72000","74000","70000","73000","69000","69000","68000","3407000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列４軸","富津１ー４軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","4000","52000","74000","73000","69000","68000","69000","69000","69000","68000","70000","68000","69000","80000","81000","70000","69000","68000","68000","68000","70000","76000","68000","72000","80000","80000","81000","80000","72000","68000","68000","68000","72000","75000","70000","73000","69000","69000","68000","2705000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列５軸","富津１ー５軸","火力（ガス）","2025/11/25","68000","9000","0","0","0","0","0","0","0","0","0","15000","69000","69000","70000","69000","70000","69000","69000","70000","69000","69000","80000","81000","71000","69000","69000","69000","70000","70000","77000","69000","72000","80000","80000","81000","80000","72000","69000","68000","69000","72000","28000","0","0","0","0","0","2281000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列６軸","富津１ー６軸","火力（ガス）","2025/11/25","54000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","54000","68000","73000","80000","81000","80000","80000","72000","69000","68000","69000","69000","9000","0","0","0","0","0","929000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所１号系列７軸","富津１ー７軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列１軸","富津２ー１軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","35000","63000","66000","69000","70000","72000","71000","69000","65000","66000","65000","66000","66000","50000","0","0","0","0","0","897000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列２軸","富津２ー２軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","28000","59000","66000","66000","66000","65000","75000","75000","68000","65000","66000","66000","74000","75000","70000","65000","68000","73000","76000","75000","70000","66000","66000","65000","66000","66000","69000","73000","68000","66000","67000","65000","2149000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列３軸","富津２ー３軸","火力（ガス）","2025/11/25","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","66000","66000","66000","70000","76000","69000","66000","67000","66000","65000","76000","76000","68000","65000","66000","66000","76000","76000","69000","66000","69000","74000","77000","76000","71000","65000","66000","65000","66000","66000","68000","59000","0","0","0","0","2989000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列４軸","富津２ー４軸","火力（ガス）","2025/11/25","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","66000","66000","67000","70000","77000","69000","66000","66000","66000","65000","76000","76000","68000","65000","66000","66000","76000","76000","70000","65000","68000","74000","77000","76000","71000","65000","66000","65000","66000","65000","68000","30000","0","0","0","0","2959000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列５軸","富津２ー５軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24000","57000","66000","69000","68000","70000","69000","68000","65000","66000","65000","66000","66000","68000","70000","68000","66000","67000","66000","1224000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列６軸","富津２ー６軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","33000","62000","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","66000","65000","65000","11000","0","0","0","0","958000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所２号系列７軸","富津２ー７軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","39000","65000","66000","67000","66000","65000","74000","73000","68000","65000","66000","66000","74000","73000","69000","66000","69000","72000","75000","75000","70000","65000","66000","65000","66000","66000","69000","72000","68000","66000","67000","66000","2166000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所３号系列１軸","富津３ー１軸","火力（ガス）","2025/11/25","146000","150000","158000","157000","167000","172000","171000","166000","159000","141000","136000","138000","147000","147000","146000","160000","165000","167000","159000","170000","174000","179000","170000","174000","158000","156000","172000","174000","169000","163000","159000","170000","181000","179000","171000","175000","173000","164000","155000","158000","156000","162000","160000","148000","160000","107000","0","0","7389000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所３号系列２軸","富津３ー２軸","火力（ガス）","2025/11/25","147000","151000","159000","158000","168000","173000","172000","167000","160000","142000","137000","139000","148000","148000","147000","161000","166000","168000","160000","170000","174000","178000","166000","173000","159000","157000","173000","174000","170000","164000","160000","171000","179000","178000","172000","175000","174000","165000","156000","159000","157000","163000","161000","149000","128000","0","0","0","7276000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所３号系列３軸","富津３ー３軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","38000","153000","139000","149000","148000","148000","161000","167000","168000","160000","170000","174000","178000","166000","173000","160000","157000","173000","174000","171000","165000","160000","172000","179000","178000","173000","176000","175000","166000","157000","160000","159000","163000","162000","149000","157000","24000","0","0","5802000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所３号系列４軸","富津３ー４軸","火力（ガス）","2025/11/25","148000","151000","160000","159000","169000","171000","172000","167000","160000","142000","137000","141000","173000","168000","169000","169000","175000","174000","160000","168000","174000","168000","169000","167000","158000","157000","172000","173000","173000","171000","171000","169000","173000","175000","173000","175000","173000","166000","156000","160000","158000","164000","161000","150000","160000","159000","159000","153000","7870000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所４号系列１軸","富津４ー１軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14000","18000","31000","47000","81000","81000","82000","82000","82000","86000","95000","95000","115000","154000","196000","244000","229000","216000","1948000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所４号系列２軸","富津４ー２軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18000","22000","35000","51000","61000","69000","106000","128000","128000","146000","153000","153000","152000","165000","205000","246000","246000","246000","245000","241000","238000","237000","236000","221000","221000","216000","4185000","2025/11/26 15:30:06"
"GB583","東京","富津火力発電所４号系列３軸","富津４ー３軸","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17000","23000","35000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75000","2025/11/26 15:30:06"
"61203","東京","川崎天然ガス発電所","川天1号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"61203","東京","川崎天然ガス発電所","川天2号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所１号系列１軸","川崎１ー１軸","火力（ガス）","2025/11/25","216000","224000","224000","219000","219000","225000","225000","230000","219000","202000","213000","214000","224000","229000","232000","231000","233000","236000","242000","243000","242000","243000","242000","243000","226000","225000","237000","242000","243000","243000","243000","243000","243000","243000","243000","244000","243000","244000","243000","243000","233000","235000","234000","224000","220000","218000","215000","211000","11108000","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所１号系列２軸","川崎１ー２軸","火力（ガス）","2025/11/25","217000","225000","226000","219000","220000","226000","226000","231000","219000","203000","214000","215000","224000","231000","233000","232000","235000","238000","245000","246000","246000","246000","246000","246000","227000","226000","239000","244000","246000","246000","246000","246000","245000","247000","246000","247000","247000","247000","247000","247000","237000","238000","235000","225000","220000","219000","216000","212000","11204000","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所１号系列３軸","川崎１ー３軸","火力（ガス）","2025/11/25","226000","225000","226000","219000","221000","225000","226000","225000","221000","215000","215000","215000","223000","220000","224000","225000","226000","225000","234000","236000","235000","235000","235000","235000","219000","215000","233000","235000","235000","236000","236000","235000","235000","236000","236000","236000","238000","240000","240000","240000","230000","230000","234000","225000","220000","219000","216000","212000","10943000","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所２号系列１軸","川崎２ー１軸","火力（ガス）","2025/11/25","222000","223000","223000","216000","217000","231000","232000","233000","219000","213000","212000","207000","221000","230000","224000","228000","225000","228000","244000","244000","245000","243000","245000","243000","230000","215000","239000","244000","245000","243000","244000","243000","243000","243000","244000","244000","241000","239000","238000","238000","228000","223000","232000","229000","218000","216000","213000","210000","11070000","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所２号系列２軸","川崎２ー２軸","火力（ガス）","2025/11/25","320000","319000","320000","319000","320000","326000","327000","326000","313000","292000","294000","311000","320000","322000","323000","322000","325000","323000","329000","332000","333000","331000","332000","331000","323000","312000","325000","330000","332000","332000","332000","330000","330000","331000","332000","331000","333000","333000","333000","331000","331000","329000","328000","326000","319000","315000","313000","307000","15548000","2025/11/26 15:30:06"
"GB573","東京","川崎火力発電所２号系列３軸","川崎２ー３軸","火力（ガス）","2025/11/25","323000","322000","323000","322000","323000","330000","332000","331000","317000","294000","297000","314000","322000","325000","326000","325000","327000","326000","333000","334000","335000","333000","335000","335000","327000","314000","326000","326000","329000","332000","332000","332000","334000","333000","335000","334000","336000","335000","335000","335000","334000","332000","333000","328000","322000","318000","317000","308000","15671000","2025/11/26 15:30:06"
"6149331758","東京","扇島パワー","1","火力（ガス）","2025/11/25","171000","170000","174000","173000","172000","176000","175000","175000","175000","165000","166000","166000","165000","167000","182000","198000","174000","177000","182000","184000","185000","188000","180000","183000","177000","176000","180000","180000","181000","179000","181000","184000","196000","198000","191000","190000","191000","182000","177000","176000","176000","175000","176000","173000","170000","172000","170000","168000","8542000","2025/11/26 15:30:06"
"6149331758","東京","扇島パワー","2","火力（ガス）","2025/11/25","170000","171000","174000","173000","173000","176000","175000","176000","175000","165000","166000","166000","167000","167000","183000","198000","175000","177000","182000","185000","185000","189000","180000","183000","177000","176000","181000","181000","180000","180000","180000","185000","185000","186000","190000","191000","191000","182000","177000","176000","176000","175000","176000","173000","171000","172000","170000","167000","8529000","2025/11/26 15:30:06"
"6149331758","東京","扇島パワー","3","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","74000","195000","197000","197000","197000","197000","40000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1101000","2025/11/26 15:30:06"
"6467","東京","新中袖発電所","単独","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","2000","2000","9000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","25000","26000","28000","34000","49000","50000","49000","50000","49000","50000","49000","50000","50000","49000","49000","50000","27000","0","0","0","1097000","2025/11/26 15:30:06"
"GB633","東京","東扇島火力発電所１号機","東扇島１号","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"GB633","東京","東扇島火力発電所２号機","東扇島２号","火力（ガス）","2025/11/25","198000","145000","114000","114000","114000","114000","170000","297000","302000","174000","161000","160000","191000","261000","322000","460000","476000","470000","469000","477000","476000","477000","473000","476000","430000","427000","468000","477000","475000","470000","474000","477000","479000","477000","464000","471000","471000","472000","468000","472000","386000","305000","233000","230000","186000","101000","64000","64000","16132000","2025/11/26 15:30:06"
"30509","東京","ＪＦＥスチール株式会社川鉄千葉クリーンパワーステーション","ＪＦＥ千葉ＩＰＰ","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"30557","東京","ゼロワットパワー株式会社　市原発電所","単独","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"5013331811","東京","株式会社エフビット横須賀パワー　横須賀パワーステーション","単独","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","4000","29000","34000","35000","37000","50000","83000","105000","106000","105000","106000","105000","105000","105000","105000","105000","106000","105000","105000","106000","105000","106000","106000","106000","106000","107000","106000","107000","107000","106000","106000","107000","107000","55000","1000","0","3079000","2025/11/26 15:30:06"
"5012330391","東京","カナデビア株式会社茨城工場第一発電所","2号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
