field_id,name,type,is_identifier,required,doc,partition_transform,source_name,comment
471,interval5_19_30_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:30",,当日実績(5分間隔値)(万kW),
472,interval5_19_30_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:30",,太陽光発電実績(5分間値)(万kW),
473,interval5_19_35_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:35",,当日実績(5分間隔値)(万kW),
474,interval5_19_35_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:35",,太陽光発電実績(5分間値)(万kW),
475,interval5_19_40_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:40",,当日実績(5分間隔値)(万kW),
476,interval5_19_40_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:40",,太陽光発電実績(5分間値)(万kW),
477,interval5_19_45_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:45",,当日実績(5分間隔値)(万kW),
478,interval5_19_45_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:45",,太陽光発電実績(5分間値)(万kW),
479,interval5_19_50_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:50",,当日実績(5分間隔値)(万kW),
480,interval5_19_50_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:50",,太陽光発電実績(5分間値)(万kW),
481,interval5_19_55_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 19:55",,当日実績(5分間隔値)(万kW),
482,interval5_19_55_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 19:55",,太陽光発電実績(5分間値)(万kW),
483,interval5_20_00_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:00",,当日実績(5分間隔値)(万kW),
484,interval5_20_00_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:00",,太陽光発電実績(5分間値)(万kW),
485,interval5_20_05_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:05",,当日実績(5分間隔値)(万kW),
486,interval5_20_05_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:05",,太陽光発電実績(5分間値)(万kW),
487,interval5_20_10_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:10",,当日実績(5分間隔値)(万kW),
488,interval5_20_10_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:10",,太陽光発電実績(5分間値)(万kW),
489,interval5_20_15_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:15",,当日実績(5分間隔値)(万kW),
490,interval5_20_15_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:15",,太陽光発電実績(5分間値)(万kW),
491,interval5_20_20_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:20",,当日実績(5分間隔値)(万kW),
492,interval5_20_20_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:20",,太陽光発電実績(5分間値)(万kW),
493,interval5_20_25_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:25",,当日実績(5分間隔値)(万kW),
494,interval5_20_25_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:25",,太陽光発電実績(5分間値)(万kW),
495,interval5_20_30_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:30",,当日実績(5分間隔値)(万kW),
496,interval5_20_30_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:30",,太陽光発電実績(5分間値)(万kW),
497,interval5_20_35_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:35",,当日実績(5分間隔値)(万kW),
498,interval5_20_35_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:35",,太陽光発電実績(5分間値)(万kW),
499,interval5_20_40_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:40",,当日実績(5分間隔値)(万kW),
500,interval5_20_40_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:40",,太陽光発電実績(5分間値)(万kW),
501,interval5_20_45_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:45",,当日実績(5分間隔値)(万kW),
502,interval5_20_45_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:45",,太陽光発電実績(5分間値)(万kW),
503,interval5_20_50_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:50",,当日実績(5分間隔値)(万kW),
504,interval5_20_50_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:50",,太陽光発電実績(5分間値)(万kW),
505,interval5_20_55_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 20:55",,当日実績(5分間隔値)(万kW),
506,interval5_20_55_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 20:55",,太陽光発電実績(5分間値)(万kW),
507,interval5_21_00_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:00",,当日実績(5分間隔値)(万kW),
508,interval5_21_00_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:00",,太陽光発電実績(5分間値)(万kW),
509,interval5_21_05_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:05",,当日実績(5分間隔値)(万kW),
510,interval5_21_05_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:05",,太陽光発電実績(5分間値)(万kW),
511,interval5_21_10_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:10",,当日実績(5分間隔値)(万kW),
512,interval5_21_10_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:10",,太陽光発電実績(5分間値)(万kW),
513,interval5_21_15_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:15",,当日実績(5分間隔値)(万kW),
514,interval5_21_15_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:15",,太陽光発電実績(5分間値)(万kW),
515,interval5_21_20_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:20",,当日実績(5分間隔値)(万kW),
516,interval5_21_20_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:20",,太陽光発電実績(5分間値)(万kW),
517,interval5_21_25_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:25",,当日実績(5分間隔値)(万kW),
518,interval5_21_25_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:25",,太陽光発電実績(5分間値)(万kW),
519,interval5_21_30_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:30",,当日実績(5分間隔値)(万kW),
520,interval5_21_30_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:30",,太陽光発電実績(5分間値)(万kW),
521,interval5_21_35_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:35",,当日実績(5分間隔値)(万kW),
522,interval5_21_35_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:35",,太陽光発電実績(5分間値)(万kW),
523,interval5_21_40_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:40",,当日実績(5分間隔値)(万kW),
524,interval5_21_40_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:40",,太陽光発電実績(5分間値)(万kW),
525,interval5_21_45_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:45",,当日実績(5分間隔値)(万kW),
526,interval5_21_45_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:45",,太陽光発電実績(5分間値)(万kW),
527,interval5_21_50_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:50",,当日実績(5分間隔値)(万kW),
528,interval5_21_50_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:50",,太陽光発電実績(5分間値)(万kW),
529,interval5_21_55_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 21:55",,当日実績(5分間隔値)(万kW),
530,interval5_21_55_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 21:55",,太陽光発電実績(5分間値)(万kW),
531,interval5_22_00_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:00",,当日実績(5分間隔値)(万kW),
532,interval5_22_00_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:00",,太陽光発電実績(5分間値)(万kW),
533,interval5_22_05_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:05",,当日実績(5分間隔値)(万kW),
534,interval5_22_05_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:05",,太陽光発電実績(5分間値)(万kW),
535,interval5_22_10_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:10",,当日実績(5分間隔値)(万kW),
536,interval5_22_10_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:10",,太陽光発電実績(5分間値)(万kW),
537,interval5_22_15_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:15",,当日実績(5分間隔値)(万kW),
538,interval5_22_15_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:15",,太陽光発電実績(5分間値)(万kW),
539,interval5_22_20_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:20",,当日実績(5分間隔値)(万kW),
540,interval5_22_20_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:20",,太陽光発電実績(5分間値)(万kW),
541,interval5_22_25_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:25",,当日実績(5分間隔値)(万kW),
542,interval5_22_25_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:25",,太陽光発電実績(5分間値)(万kW),
543,interval5_22_30_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:30",,当日実績(5分間隔値)(万kW),
544,interval5_22_30_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:30",,太陽光発電実績(5分間値)(万kW),
545,interval5_22_35_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:35",,当日実績(5分間隔値)(万kW),
546,interval5_22_35_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:35",,太陽光発電実績(5分間値)(万kW),
547,interval5_22_40_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:40",,当日実績(5分間隔値)(万kW),
548,interval5_22_40_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:40",,太陽光発電実績(5分間値)(万kW),
549,interval5_22_45_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:45",,当日実績(5分間隔値)(万kW),
550,interval5_22_45_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:45",,太陽光発電実績(5分間値)(万kW),
551,interval5_22_50_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:50",,当日実績(5分間隔値)(万kW),
552,interval5_22_50_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:50",,太陽光発電実績(5分間値)(万kW),
553,interval5_22_55_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 22:55",,当日実績(5分間隔値)(万kW),
554,interval5_22_55_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 22:55",,太陽光発電実績(5分間値)(万kW),
555,interval5_23_00_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:00",,当日実績(5分間隔値)(万kW),
556,interval5_23_00_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:00",,太陽光発電実績(5分間値)(万kW),
557,interval5_23_05_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:05",,当日実績(5分間隔値)(万kW),
558,interval5_23_05_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:05",,太陽光発電実績(5分間値)(万kW),
559,interval5_23_10_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:10",,当日実績(5分間隔値)(万kW),
560,interval5_23_10_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:10",,太陽光発電実績(5分間値)(万kW),
561,interval5_23_15_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:15",,当日実績(5分間隔値)(万kW),
562,interval5_23_15_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:15",,太陽光発電実績(5分間値)(万kW),
563,interval5_23_20_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:20",,当日実績(5分間隔値)(万kW),
564,interval5_23_20_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:20",,太陽光発電実績(5分間値)(万kW),
565,interval5_23_25_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:25",,当日実績(5分間隔値)(万kW),
566,interval5_23_25_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:25",,太陽光発電実績(5分間値)(万kW),
567,interval5_23_30_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:30",,当日実績(5分間隔値)(万kW),
568,interval5_23_30_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:30",,太陽光発電実績(5分間値)(万kW),
569,interval5_23_35_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:35",,当日実績(5分間隔値)(万kW),
570,interval5_23_35_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:35",,太陽光発電実績(5分間値)(万kW),
571,interval5_23_40_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:40",,当日実績(5分間隔値)(万kW),
572,interval5_23_40_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:40",,太陽光発電実績(5分間値)(万kW),
573,interval5_23_45_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:45",,当日実績(5分間隔値)(万kW),
574,interval5_23_45_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:45",,太陽光発電実績(5分間値)(万kW),
575,interval5_23_50_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:50",,当日実績(5分間隔値)(万kW),
576,interval5_23_50_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:50",,太陽光発電実績(5分間値)(万kW),
577,interval5_23_55_actual_demand,string,FALSE,FALSE,"5-min actual demand (10,000 kW) at 23:55",,当日実績(5分間隔値)(万kW),
578,interval5_23_55_solar_generation_actual,string,FALSE,FALSE,"5-min solar generation actual (10,000 kW) at 23:55",,太陽光発電実績(5分間値)(万kW),
